Read_Length Time	Coverage	Method
100bp	36	750K	TRUST4
100bp	28	750K	TRUST4
100bp	28	750K	TRUST4
100bp	25	750K	TRUST4
100bp	26	750K	TRUST4
100bp	30	750K	TRUST4
100bp	23	750K	TRUST4
100bp	25	750K	TRUST4
100bp	24	750K	TRUST4
75bp	20	750K	TRUST4
75bp	17	750K	TRUST4
75bp	14	750K	TRUST4
75bp	12	750K	TRUST4
75bp	6	750K	TRUST4
75bp	49	750K	TRUST4
75bp	30	750K	TRUST4
75bp	3	750K	TRUST4
75bp	37	750K	TRUST4
75bp	7	750K	TRUST4
75bp	37	750K	TRUST4
75bp	59	750K	TRUST4
75bp	25	750K	TRUST4
75bp	27	750K	TRUST4
75bp	31	750K	TRUST4
75bp	43	750K	TRUST4
75bp	50	750K	TRUST4
75bp	50	750K	TRUST4
75bp	3	750K	TRUST4
75bp	54	750K	TRUST4
75bp	53	750K	TRUST4
75bp	57	750K	TRUST4
75bp	2	750K	TRUST4
75bp	1	750K	TRUST4
75bp	41	750K	TRUST4
75bp	16	750K	TRUST4
75bp	45	750K	TRUST4
75bp	13	750K	TRUST4
75bp	45	750K	TRUST4
75bp	8	750K	TRUST4
75bp	33	750K	TRUST4
75bp	55	750K	TRUST4
50bp	79	750K	TRUST4
50bp	77	750K	TRUST4
50bp	84	750K	TRUST4
50bp	84	750K	TRUST4
50bp	82	750K	TRUST4
50bp	70	750K	TRUST4
50bp	74	750K	TRUST4
50bp	69	750K	TRUST4
50bp	66	750K	TRUST4
50bp	64	750K	TRUST4
50bp	65	750K	TRUST4
50bp	63	750K	TRUST4
50bp	63	750K	TRUST4
50bp	51	750K	TRUST4
50bp	53	750K	TRUST4
50bp	55	750K	TRUST4
50bp	44	750K	TRUST4
50bp	45	750K	TRUST4
50bp	51	750K	TRUST4
50bp	43	750K	TRUST4
50bp	49	750K	TRUST4
50bp	54	750K	TRUST4
50bp	53	750K	TRUST4
50bp	55	750K	TRUST4
50bp	35	750K	TRUST4
50bp	37	750K	TRUST4
50bp	35	750K	TRUST4
50bp	42	750K	TRUST4
50bp	50	750K	TRUST4
50bp	34	750K	TRUST4
50bp	34	750K	TRUST4
50bp	29	750K	TRUST4
25bp	4	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	6	750K	TRUST4
25bp	6	750K	TRUST4
25bp	5	750K	TRUST4
25bp	7	750K	TRUST4
25bp	8	750K	TRUST4
25bp	7	750K	TRUST4
25bp	6	750K	TRUST4
25bp	7	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	7	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	6	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	8	750K	TRUST4
25bp	8	750K	TRUST4
25bp	6	750K	TRUST4
25bp	8	750K	TRUST4
25bp	6	750K	TRUST4
25bp	7	750K	TRUST4
25bp	7	750K	TRUST4
25bp	6	750K	TRUST4
25bp	8	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	6	750K	TRUST4
25bp	5	750K	TRUST4
25bp	8	750K	TRUST4
25bp	5	750K	TRUST4
25bp	6	750K	TRUST4
25bp	8	750K	TRUST4
25bp	6	750K	TRUST4
25bp	8	750K	TRUST4
100bp	702	1M	BRACER
100bp	795	1M	BRACER
100bp	690	1M	BRACER
100bp	687	1M	BRACER
100bp	776	1M	BRACER
100bp	685	1M	BRACER
100bp	784	1M	BRACER
100bp	778	1M	BRACER
100bp	666	1M	BRACER
100bp	771	1M	BRACER
100bp	688	1M	BRACER
100bp	699	1M	BRACER
100bp	775	1M	BRACER
100bp	784	1M	BRACER
100bp	770	1M	BRACER
100bp	773	1M	BRACER
100bp	668	1M	BRACER
100bp	663	1M	BRACER
100bp	698	1M	BRACER
100bp	699	1M	BRACER
100bp	708	1M	BRACER
100bp	778	1M	BRACER
100bp	665	1M	BRACER
100bp	638	1M	BRACER
100bp	649	1M	BRACER
100bp	670	1M	BRACER
100bp	655	1M	BRACER
100bp	713	1M	BRACER
100bp	711	1M	BRACER
100bp	659	1M	BRACER
100bp	746	1M	BRACER
100bp	642	1M	BRACER
100bp	691	1M	BRACER
100bp	714	1M	BRACER
100bp	754	1M	BRACER
100bp	704	1M	BRACER
100bp	699	1M	BRACER
100bp	705	1M	BRACER
100bp	700	1M	BRACER
100bp	743	1M	BRACER
75bp	697	1M	BRACER
75bp	750	1M	BRACER
75bp	720	1M	BRACER
75bp	738	1M	BRACER
75bp	743	1M	BRACER
75bp	722	1M	BRACER
75bp	727	1M	BRACER
75bp	655	1M	BRACER
75bp	670	1M	BRACER
75bp	654	1M	BRACER
75bp	661	1M	BRACER
75bp	699	1M	BRACER
75bp	659	1M	BRACER
75bp	662	1M	BRACER
75bp	682	1M	BRACER
75bp	684	1M	BRACER
75bp	647	1M	BRACER
75bp	643	1M	BRACER
75bp	757	1M	BRACER
75bp	758	1M	BRACER
75bp	634	1M	BRACER
75bp	761	1M	BRACER
75bp	631	1M	BRACER
75bp	719	1M	BRACER
75bp	637	1M	BRACER
75bp	697	1M	BRACER
75bp	646	1M	BRACER
75bp	626	1M	BRACER
75bp	670	1M	BRACER
75bp	629	1M	BRACER
75bp	655	1M	BRACER
75bp	637	1M	BRACER
75bp	645	1M	BRACER
75bp	755	1M	BRACER
75bp	661	1M	BRACER
75bp	747	1M	BRACER
75bp	670	1M	BRACER
75bp	677	1M	BRACER
75bp	759	1M	BRACER
75bp	740	1M	BRACER
50bp	747	1M	BRACER
50bp	645	1M	BRACER
50bp	622	1M	BRACER
50bp	706	1M	BRACER
50bp	753	1M	BRACER
50bp	668	1M	BRACER
50bp	729	1M	BRACER
50bp	725	1M	BRACER
50bp	731	1M	BRACER
50bp	643	1M	BRACER
50bp	683	1M	BRACER
50bp	761	1M	BRACER
50bp	731	1M	BRACER
50bp	744	1M	BRACER
50bp	715	1M	BRACER
50bp	622	1M	BRACER
50bp	612	1M	BRACER
50bp	714	1M	BRACER
50bp	667	1M	BRACER
50bp	733	1M	BRACER
50bp	744	1M	BRACER
50bp	740	1M	BRACER
50bp	635	1M	BRACER
50bp	721	1M	BRACER
50bp	739	1M	BRACER
50bp	736	1M	BRACER
50bp	721	1M	BRACER
50bp	716	1M	BRACER
50bp	759	1M	BRACER
50bp	718	1M	BRACER
50bp	736	1M	BRACER
50bp	760	1M	BRACER
50bp	636	1M	BRACER
50bp	638	1M	BRACER
50bp	782	1M	BRACER
50bp	637	1M	BRACER
50bp	787	1M	BRACER
50bp	768	1M	BRACER
50bp	640	1M	BRACER
50bp	618	1M	BRACER
25bp	88	1M	BRACER
25bp	88	1M	BRACER
25bp	77	1M	BRACER
25bp	79	1M	BRACER
25bp	80	1M	BRACER
25bp	70	1M	BRACER
25bp	81	1M	BRACER
25bp	77	1M	BRACER
25bp	68	1M	BRACER
25bp	67	1M	BRACER
25bp	80	1M	BRACER
25bp	85	1M	BRACER
25bp	75	1M	BRACER
25bp	83	1M	BRACER
25bp	72	1M	BRACER
25bp	71	1M	BRACER
25bp	69	1M	BRACER
25bp	74	1M	BRACER
25bp	89	1M	BRACER
25bp	90	1M	BRACER
25bp	70	1M	BRACER
25bp	91	1M	BRACER
25bp	73	1M	BRACER
25bp	69	1M	BRACER
25bp	71	1M	BRACER
25bp	86	1M	BRACER
25bp	71	1M	BRACER
25bp	62	1M	BRACER
25bp	97	1M	BRACER
25bp	67	1M	BRACER
25bp	82	1M	BRACER
25bp	71	1M	BRACER
25bp	81	1M	BRACER
25bp	88	1M	BRACER
25bp	90	1M	BRACER
25bp	82	1M	BRACER
25bp	85	1M	BRACER
25bp	81	1M	BRACER
25bp	77	1M	BRACER
25bp	66	1M	BRACER
100bp	148	1M	MIXCR
100bp	213	1M	MIXCR
100bp	181	1M	MIXCR
100bp	189	1M	MIXCR
100bp	190	1M	MIXCR
100bp	226	1M	MIXCR
100bp	228	1M	MIXCR
100bp	228	1M	MIXCR
100bp	215	1M	MIXCR
100bp	214	1M	MIXCR
100bp	250	1M	MIXCR
100bp	147	1M	MIXCR
100bp	247	1M	MIXCR
100bp	251	1M	MIXCR
100bp	232	1M	MIXCR
100bp	229	1M	MIXCR
100bp	229	1M	MIXCR
100bp	231	1M	MIXCR
100bp	292	1M	MIXCR
100bp	297	1M	MIXCR
100bp	265	1M	MIXCR
100bp	297	1M	MIXCR
100bp	132	1M	MIXCR
100bp	223	1M	MIXCR
100bp	233	1M	MIXCR
100bp	240	1M	MIXCR
100bp	231	1M	MIXCR
100bp	202	1M	MIXCR
100bp	252	1M	MIXCR
100bp	215	1M	MIXCR
100bp	238	1M	MIXCR
100bp	208	1M	MIXCR
100bp	255	1M	MIXCR
100bp	147	1M	MIXCR
100bp	253	1M	MIXCR
100bp	220	1M	MIXCR
100bp	219	1M	MIXCR
100bp	218	1M	MIXCR
100bp	202	1M	MIXCR
100bp	171	1M	MIXCR
75bp	69	1M	MIXCR
75bp	157	1M	MIXCR
75bp	142	1M	MIXCR
75bp	154	1M	MIXCR
75bp	196	1M	MIXCR
75bp	186	1M	MIXCR
75bp	194	1M	MIXCR
75bp	194	1M	MIXCR
75bp	169	1M	MIXCR
75bp	171	1M	MIXCR
75bp	184	1M	MIXCR
75bp	112	1M	MIXCR
75bp	182	1M	MIXCR
75bp	194	1M	MIXCR
75bp	190	1M	MIXCR
75bp	186	1M	MIXCR
75bp	189	1M	MIXCR
75bp	199	1M	MIXCR
75bp	221	1M	MIXCR
75bp	223	1M	MIXCR
75bp	208	1M	MIXCR
75bp	214	1M	MIXCR
75bp	108	1M	MIXCR
75bp	184	1M	MIXCR
75bp	200	1M	MIXCR
75bp	210	1M	MIXCR
75bp	177	1M	MIXCR
75bp	167	1M	MIXCR
75bp	196	1M	MIXCR
75bp	176	1M	MIXCR
75bp	200	1M	MIXCR
75bp	181	1M	MIXCR
75bp	202	1M	MIXCR
75bp	178	1M	MIXCR
75bp	201	1M	MIXCR
75bp	176	1M	MIXCR
75bp	177	1M	MIXCR
75bp	150	1M	MIXCR
75bp	149	1M	MIXCR
75bp	138	1M	MIXCR
50bp	50	1M	MIXCR
50bp	152	1M	MIXCR
50bp	139	1M	MIXCR
50bp	146	1M	MIXCR
50bp	146	1M	MIXCR
50bp	143	1M	MIXCR
50bp	145	1M	MIXCR
50bp	145	1M	MIXCR
50bp	134	1M	MIXCR
50bp	133	1M	MIXCR
50bp	143	1M	MIXCR
50bp	128	1M	MIXCR
50bp	140	1M	MIXCR
50bp	145	1M	MIXCR
50bp	142	1M	MIXCR
50bp	142	1M	MIXCR
50bp	142	1M	MIXCR
50bp	155	1M	MIXCR
50bp	166	1M	MIXCR
50bp	169	1M	MIXCR
50bp	160	1M	MIXCR
50bp	163	1M	MIXCR
50bp	119	1M	MIXCR
50bp	143	1M	MIXCR
50bp	153	1M	MIXCR
50bp	162	1M	MIXCR
50bp	131	1M	MIXCR
50bp	121	1M	MIXCR
50bp	153	1M	MIXCR
50bp	131	1M	MIXCR
50bp	155	1M	MIXCR
50bp	142	1M	MIXCR
50bp	146	1M	MIXCR
50bp	129	1M	MIXCR
50bp	156	1M	MIXCR
50bp	163	1M	MIXCR
50bp	164	1M	MIXCR
50bp	163	1M	MIXCR
50bp	162	1M	MIXCR
50bp	134	1M	MIXCR
25bp	37	1M	MIXCR
25bp	85	1M	MIXCR
25bp	80	1M	MIXCR
25bp	83	1M	MIXCR
25bp	78	1M	MIXCR
25bp	77	1M	MIXCR
25bp	78	1M	MIXCR
25bp	71	1M	MIXCR
25bp	70	1M	MIXCR
25bp	70	1M	MIXCR
25bp	84	1M	MIXCR
25bp	60	1M	MIXCR
25bp	83	1M	MIXCR
25bp	84	1M	MIXCR
25bp	74	1M	MIXCR
25bp	74	1M	MIXCR
25bp	74	1M	MIXCR
25bp	93	1M	MIXCR
25bp	106	1M	MIXCR
25bp	107	1M	MIXCR
25bp	101	1M	MIXCR
25bp	104	1M	MIXCR
25bp	58	1M	MIXCR
25bp	98	1M	MIXCR
25bp	101	1M	MIXCR
25bp	107	1M	MIXCR
25bp	96	1M	MIXCR
25bp	90	1M	MIXCR
25bp	109	1M	MIXCR
25bp	97	1M	MIXCR
25bp	100	1M	MIXCR
25bp	98	1M	MIXCR
25bp	101	1M	MIXCR
25bp	92	1M	MIXCR
25bp	36	1M	MIXCR
25bp	91	1M	MIXCR
25bp	91	1M	MIXCR
25bp	138	1M	MIXCR
25bp	138	1M	MIXCR
25bp	119	1M	MIXCR
100bp	167	1M	BASIC
100bp	181	1M	BASIC
100bp	139	1M	BASIC
100bp	158	1M	BASIC
100bp	161	1M	BASIC
100bp	138	1M	BASIC
100bp	162	1M	BASIC
100bp	140	1M	BASIC
100bp	184	1M	BASIC
100bp	180	1M	BASIC
100bp	171	1M	BASIC
100bp	169	1M	BASIC
100bp	153	1M	BASIC
100bp	159	1M	BASIC
100bp	147	1M	BASIC
100bp	153	1M	BASIC
100bp	204	1M	BASIC
100bp	193	1M	BASIC
100bp	153	1M	BASIC
100bp	203	1M	BASIC
100bp	183	1M	BASIC
100bp	150	1M	BASIC
100bp	227	1M	BASIC
100bp	133	1M	BASIC
100bp	158	1M	BASIC
100bp	145	1M	BASIC
100bp	165	1M	BASIC
100bp	178	1M	BASIC
100bp	172	1M	BASIC
100bp	186	1M	BASIC
100bp	184	1M	BASIC
100bp	167	1M	BASIC
100bp	160	1M	BASIC
100bp	136	1M	BASIC
100bp	150	1M	BASIC
100bp	227	1M	BASIC
100bp	133	1M	BASIC
100bp	158	1M	BASIC
100bp	145	1M	BASIC
100bp	227	1M	BASIC
75bp	165	1M	BASIC
75bp	174	1M	BASIC
75bp	128	1M	BASIC
75bp	148	1M	BASIC
75bp	157	1M	BASIC
75bp	144	1M	BASIC
75bp	153	1M	BASIC
75bp	134	1M	BASIC
75bp	157	1M	BASIC
75bp	198	1M	BASIC
75bp	150	1M	BASIC
75bp	168	1M	BASIC
75bp	136	1M	BASIC
75bp	143	1M	BASIC
75bp	136	1M	BASIC
75bp	140	1M	BASIC
75bp	172	1M	BASIC
75bp	182	1M	BASIC
75bp	146	1M	BASIC
75bp	189	1M	BASIC
75bp	149	1M	BASIC
75bp	139	1M	BASIC
75bp	188	1M	BASIC
75bp	118	1M	BASIC
75bp	160	1M	BASIC
75bp	124	1M	BASIC
75bp	157	1M	BASIC
75bp	194	1M	BASIC
75bp	176	1M	BASIC
75bp	167	1M	BASIC
75bp	169	1M	BASIC
75bp	162	1M	BASIC
75bp	161	1M	BASIC
75bp	132	1M	BASIC
75bp	136	1M	BASIC
75bp	143	1M	BASIC
75bp	136	1M	BASIC
75bp	140	1M	BASIC
75bp	172	1M	BASIC
75bp	182	1M	BASIC
50bp	111	1M	BASIC
50bp	126	1M	BASIC
50bp	95	1M	BASIC
50bp	110	1M	BASIC
50bp	114	1M	BASIC
50bp	96	1M	BASIC
50bp	132	1M	BASIC
50bp	107	1M	BASIC
50bp	122	1M	BASIC
50bp	126	1M	BASIC
50bp	120	1M	BASIC
50bp	131	1M	BASIC
50bp	99	1M	BASIC
50bp	99	1M	BASIC
50bp	105	1M	BASIC
50bp	114	1M	BASIC
50bp	142	1M	BASIC
50bp	148	1M	BASIC
50bp	108	1M	BASIC
50bp	146	1M	BASIC
50bp	115	1M	BASIC
50bp	93	1M	BASIC
50bp	145	1M	BASIC
50bp	93	1M	BASIC
50bp	108	1M	BASIC
50bp	106	1M	BASIC
50bp	119	1M	BASIC
50bp	141	1M	BASIC
50bp	135	1M	BASIC
50bp	121	1M	BASIC
50bp	114	1M	BASIC
50bp	111	1M	BASIC
50bp	114	1M	BASIC
50bp	94	1M	BASIC
50bp	148	1M	BASIC
50bp	108	1M	BASIC
50bp	146	1M	BASIC
50bp	115	1M	BASIC
50bp	108	1M	BASIC
50bp	106	1M	BASIC
25bp	89	1M	BASIC
25bp	99	1M	BASIC
25bp	76	1M	BASIC
25bp	87	1M	BASIC
25bp	88	1M	BASIC
25bp	73	1M	BASIC
25bp	83	1M	BASIC
25bp	71	1M	BASIC
25bp	83	1M	BASIC
25bp	101	1M	BASIC
25bp	82	1M	BASIC
25bp	91	1M	BASIC
25bp	77	1M	BASIC
25bp	78	1M	BASIC
25bp	79	1M	BASIC
25bp	81	1M	BASIC
25bp	104	1M	BASIC
25bp	99	1M	BASIC
25bp	76	1M	BASIC
25bp	107	1M	BASIC
25bp	78	1M	BASIC
25bp	63	1M	BASIC
25bp	82	1M	BASIC
25bp	93	1M	BASIC
25bp	71	1M	BASIC
25bp	63	1M	BASIC
25bp	108	1M	BASIC
25bp	69	1M	BASIC
25bp	82	1M	BASIC
25bp	71	1M	BASIC
25bp	84	1M	BASIC
25bp	106	1M	BASIC
25bp	90	1M	BASIC
25bp	91	1M	BASIC
25bp	91	1M	BASIC
25bp	87	1M	BASIC
25bp	94	1M	BASIC
25bp	74	1M	BASIC
25bp	76	1M	BASIC
25bp	97	1M	BASIC
100bp	1208	1M	BALDR
100bp	980	1M	BALDR
100bp	811	1M	BALDR
100bp	767	1M	BALDR
100bp	765	1M	BALDR
100bp	967	1M	BALDR
100bp	1053	1M	BALDR
100bp	1038	1M	BALDR
100bp	871	1M	BALDR
100bp	849	1M	BALDR
100bp	1299	1M	BALDR
100bp	1085	1M	BALDR
100bp	1183	1M	BALDR
100bp	1242	1M	BALDR
100bp	9994	1M	BALDR
100bp	7778	1M	BALDR
100bp	10381	1M	BALDR
100bp	9650	1M	BALDR
100bp	7115	1M	BALDR
100bp	10270	1M	BALDR
100bp	9885	1M	BALDR
100bp	7641	1M	BALDR
100bp	1139	1M	BALDR
100bp	12201	1M	BALDR
100bp	11298	1M	BALDR
100bp	12744	1M	BALDR
100bp	11434	1M	BALDR
100bp	8494	1M	BALDR
100bp	9483	1M	BALDR
100bp	9027	1M	BALDR
100bp	8848	1M	BALDR
100bp	747	1M	BALDR
100bp	747	1M	BALDR
100bp	1325	1M	BALDR
100bp	858	1M	BALDR
100bp	1190	1M	BALDR
100bp	1287	1M	BALDR
100bp	1203	1M	BALDR
100bp	1219	1M	BALDR
100bp	1150	1M	BALDR
75bp	500	1M	BALDR
75bp	466	1M	BALDR
75bp	433	1M	BALDR
75bp	306	1M	BALDR
75bp	260	1M	BALDR
75bp	292	1M	BALDR
75bp	335	1M	BALDR
75bp	326	1M	BALDR
75bp	300	1M	BALDR
75bp	270	1M	BALDR
75bp	496	1M	BALDR
75bp	317	1M	BALDR
75bp	335	1M	BALDR
75bp	375	1M	BALDR
75bp	510	1M	BALDR
75bp	399	1M	BALDR
75bp	345	1M	BALDR
75bp	805	1M	BALDR
75bp	571	1M	BALDR
75bp	346	1M	BALDR
75bp	252	1M	BALDR
75bp	330	1M	BALDR
75bp	571	1M	BALDR
75bp	433	1M	BALDR
75bp	227	1M	BALDR
75bp	507	1M	BALDR
75bp	596	1M	BALDR
75bp	328	1M	BALDR
75bp	674	1M	BALDR
75bp	325	1M	BALDR
75bp	548	1M	BALDR
75bp	431	1M	BALDR
75bp	230	1M	BALDR
75bp	483	1M	BALDR
75bp	333	1M	BALDR
75bp	493	1M	BALDR
75bp	616	1M	BALDR
75bp	452	1M	BALDR
75bp	415	1M	BALDR
75bp	225	1M	BALDR
50bp	257	1M	BALDR
50bp	176	1M	BALDR
50bp	235	1M	BALDR
50bp	215	1M	BALDR
50bp	216	1M	BALDR
50bp	222	1M	BALDR
50bp	148	1M	BALDR
50bp	154	1M	BALDR
50bp	169	1M	BALDR
50bp	194	1M	BALDR
50bp	295	1M	BALDR
50bp	276	1M	BALDR
50bp	140	1M	BALDR
50bp	122	1M	BALDR
50bp	131	1M	BALDR
50bp	177	1M	BALDR
50bp	178	1M	BALDR
50bp	200	1M	BALDR
50bp	321	1M	BALDR
50bp	189	1M	BALDR
50bp	162	1M	BALDR
50bp	196	1M	BALDR
50bp	166	1M	BALDR
50bp	135	1M	BALDR
50bp	123	1M	BALDR
50bp	263	1M	BALDR
50bp	310	1M	BALDR
50bp	279	1M	BALDR
50bp	206	1M	BALDR
50bp	309	1M	BALDR
50bp	187	1M	BALDR
50bp	318	1M	BALDR
50bp	205	1M	BALDR
50bp	460	1M	BALDR
50bp	314	1M	BALDR
50bp	284	1M	BALDR
50bp	214	1M	BALDR
50bp	200	1M	BALDR
50bp	210	1M	BALDR
50bp	122	1M	BALDR
25bp	75	1M	BALDR
25bp	115	1M	BALDR
25bp	79	1M	BALDR
25bp	100	1M	BALDR
25bp	77	1M	BALDR
25bp	77	1M	BALDR
25bp	62	1M	BALDR
25bp	89	1M	BALDR
25bp	54	1M	BALDR
25bp	56	1M	BALDR
25bp	188	1M	BALDR
25bp	64	1M	BALDR
25bp	65	1M	BALDR
25bp	64	1M	BALDR
25bp	117	1M	BALDR
25bp	70	1M	BALDR
25bp	65	1M	BALDR
25bp	64	1M	BALDR
25bp	66	1M	BALDR
25bp	196	1M	BALDR
25bp	75	1M	BALDR
25bp	73	1M	BALDR
25bp	71	1M	BALDR
25bp	123	1M	BALDR
25bp	57	1M	BALDR
25bp	78	1M	BALDR
25bp	58	1M	BALDR
25bp	71	1M	BALDR
25bp	79	1M	BALDR
25bp	58	1M	BALDR
25bp	70	1M	BALDR
25bp	71	1M	BALDR
25bp	86	1M	BALDR
25bp	69	1M	BALDR
25bp	130	1M	BALDR
25bp	77	1M	BALDR
25bp	88	1M	BALDR
25bp	75	1M	BALDR
25bp	72	1M	BALDR
25bp	55	1M	BALDR
100bp	3840	1M	VDJpuzzle
100bp	3819	1M	VDJpuzzle
100bp	4000	1M	VDJpuzzle
100bp	3200	1M	VDJpuzzle
75bp	1057	1M	VDJpuzzle
75bp	1050	1M	VDJpuzzle
75bp	1049	1M	VDJpuzzle
75bp	1050	1M	VDJpuzzle
75bp	1054	1M	VDJpuzzle
50bp	1780	1M	VDJpuzzle
50bp	1780	1M	VDJpuzzle
50bp	1780	1M	VDJpuzzle
50bp	1780	1M	VDJpuzzle
50bp	1780	1M	VDJpuzzle
25bp	1057	1M	VDJpuzzle
25bp	1020	1M	VDJpuzzle
25bp	1043	1M	VDJpuzzle
25bp	1070	1M	VDJpuzzle
25bp	1010	1M	VDJpuzzle
100bp	24	1M	TRUST4
100bp	41	1M	TRUST4
100bp	73	1M	TRUST4
100bp	66	1M	TRUST4
100bp	67	1M	TRUST4
100bp	58	1M	TRUST4
100bp	79	1M	TRUST4
100bp	56	1M	TRUST4
100bp	63	1M	TRUST4
100bp	46	1M	TRUST4
100bp	44	1M	TRUST4
100bp	45	1M	TRUST4
100bp	49	1M	TRUST4
100bp	37	1M	TRUST4
100bp	39	1M	TRUST4
100bp	37	1M	TRUST4
100bp	35	1M	TRUST4
100bp	30	1M	TRUST4
100bp	49	1M	TRUST4
100bp	29	1M	TRUST4
100bp	37	1M	TRUST4
100bp	38	1M	TRUST4
100bp	44	1M	TRUST4
100bp	38	1M	TRUST4
100bp	30	1M	TRUST4
100bp	24	1M	TRUST4
100bp	24	1M	TRUST4
100bp	28	1M	TRUST4
100bp	31	1M	TRUST4
100bp	23	1M	TRUST4
100bp	25	1M	TRUST4
100bp	17	1M	TRUST4
75bp	14	1M	TRUST4
75bp	10	1M	TRUST4
75bp	17	1M	TRUST4
75bp	24	1M	TRUST4
75bp	37	1M	TRUST4
75bp	15	1M	TRUST4
75bp	23	1M	TRUST4
75bp	50	1M	TRUST4
75bp	32	1M	TRUST4
75bp	4	1M	TRUST4
75bp	33	1M	TRUST4
75bp	47	1M	TRUST4
75bp	5	1M	TRUST4
75bp	5	1M	TRUST4
75bp	6	1M	TRUST4
75bp	16	1M	TRUST4
75bp	21	1M	TRUST4
75bp	18	1M	TRUST4
75bp	41	1M	TRUST4
75bp	31	1M	TRUST4
75bp	33	1M	TRUST4
75bp	35	1M	TRUST4
75bp	48	1M	TRUST4
75bp	37	1M	TRUST4
75bp	13	1M	TRUST4
75bp	43	1M	TRUST4
75bp	10	1M	TRUST4
75bp	40	1M	TRUST4
75bp	13	1M	TRUST4
75bp	35	1M	TRUST4
75bp	0	1M	TRUST4
75bp	74	1M	TRUST4
50bp	96	1M	TRUST4
50bp	74	1M	TRUST4
50bp	96	1M	TRUST4
50bp	95	1M	TRUST4
50bp	90	1M	TRUST4
50bp	71	1M	TRUST4
50bp	92	1M	TRUST4
50bp	68	1M	TRUST4
50bp	74	1M	TRUST4
50bp	66	1M	TRUST4
50bp	65	1M	TRUST4
50bp	61	1M	TRUST4
50bp	64	1M	TRUST4
50bp	50	1M	TRUST4
50bp	50	1M	TRUST4
50bp	51	1M	TRUST4
50bp	50	1M	TRUST4
50bp	45	1M	TRUST4
50bp	62	1M	TRUST4
50bp	44	1M	TRUST4
50bp	52	1M	TRUST4
50bp	53	1M	TRUST4
50bp	59	1M	TRUST4
50bp	45	1M	TRUST4
50bp	39	1M	TRUST4
50bp	37	1M	TRUST4
50bp	37	1M	TRUST4
50bp	46	1M	TRUST4
50bp	50	1M	TRUST4
50bp	30	1M	TRUST4
50bp	31	1M	TRUST4
50bp	25	1M	TRUST4
25bp	6	1M	TRUST4
25bp	6	1M	TRUST4
25bp	5	1M	TRUST4
25bp	7	1M	TRUST4
25bp	8	1M	TRUST4
25bp	8	1M	TRUST4
25bp	6	1M	TRUST4
25bp	9	1M	TRUST4
25bp	7	1M	TRUST4
25bp	6	1M	TRUST4
25bp	7	1M	TRUST4
25bp	9	1M	TRUST4
25bp	7	1M	TRUST4
25bp	6	1M	TRUST4
25bp	7	1M	TRUST4
25bp	9	1M	TRUST4
25bp	9	1M	TRUST4
25bp	9	1M	TRUST4
25bp	7	1M	TRUST4
25bp	9	1M	TRUST4
25bp	7	1M	TRUST4
25bp	9	1M	TRUST4
25bp	6	1M	TRUST4
25bp  6	1M	TRUST4
25bp	4	1M	TRUST4
25bp	8	1M	TRUST4
25bp	4	1M	TRUST4
25bp	7	1M	TRUST4
25bp	4	1M	TRUST4
25bp	9	1M	TRUST4
25bp	5	1M	TRUST4
25bp	6	1M	TRUST4
25bp	7	1M	TRUST4
25bp	8	1M	TRUST4
25bp	9	1M	TRUST4
25bp	9	1M	TRUST4
25bp	9	1M	TRUST4
25bp	7	1M	TRUST4
25bp	7	1M	TRUST4
25bp	7	1M	TRUST4
100bp	671	1M250K	BRACER
100bp	681	1M250K	BRACER
100bp	685	1M250K	BRACER
100bp	701	1M250K	BRACER
100bp	765	1M250K	BRACER
100bp	684	1M250K	BRACER
100bp	702	1M250K	BRACER
100bp	659	1M250K	BRACER
100bp	729	1M250K	BRACER
100bp	725	1M250K	BRACER
100bp	707	1M250K	BRACER
100bp	678	1M250K	BRACER
100bp	693	1M250K	BRACER
100bp	717	1M250K	BRACER
100bp	661	1M250K	BRACER
100bp	737	1M250K	BRACER
100bp	735	1M250K	BRACER
100bp	662	1M250K	BRACER
100bp	678	1M250K	BRACER
100bp	768	1M250K	BRACER
100bp	653	1M250K	BRACER
100bp	690	1M250K	BRACER
100bp	680	1M250K	BRACER
100bp	634	1M250K	BRACER
100bp	686	1M250K	BRACER
100bp	759	1M250K	BRACER
100bp	658	1M250K	BRACER
100bp	658	1M250K	BRACER
100bp	699	1M250K	BRACER
100bp	643	1M250K	BRACER
100bp	1407	1M250K	BRACER
100bp	641	1M250K	BRACER
100bp	700	1M250K	BRACER
100bp	771	1M250K	BRACER
100bp	704	1M250K	BRACER
100bp	718	1M250K	BRACER
100bp	771	1M250K	BRACER
100bp	761	1M250K	BRACER
100bp	741	1M250K	BRACER
100bp	694	1M250K	BRACER
75bp	664	1M250K	BRACER
75bp	753	1M250K	BRACER
75bp	732	1M250K	BRACER
75bp	737	1M250K	BRACER
75bp	741	1M250K	BRACER
75bp	729	1M250K	BRACER
